"ID","Nombre","Publicado","Visibilidad en el catálogo","Precio rebajado","Precio normal","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Atributo por defecto 2"
"350434","ESMALTE SEMIPERMANENTE TONOS AZULES 7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"350504","ESMALTE SEMIPERMANENTE TONOS BLANCOS 15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","KE50, SUMMER SUNSHINE 01","1","1","EDAD","15-25, 25-35","1","1",""
"350506","ESMALTE SEMIPERMANENTE TONOS BLANCOS 15ML - KE50","1","visible","","26000","COLOR","KE50","","1","","","","","","","","",""
"350507","ESMALTE SEMIPERMANENTE TONOS BLANCOS 15ML - SUMMER SUNSHINE 01","1","visible","","26000","COLOR","SUMMER SUNSHINE 01","","1","","","","","","","","",""
"350496","ESMALTE SEMIPERMANENTE TONOS BLANCOS 7.3ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","KE50, SUMMER SUNSHINE 01","1","1","EDAD","15-25, 25-35","1","1",""
"350518","ESMALTE SEMIPERMANENTE TONOS BLANCOS 7.3ML - KE50","1","visible","","16000","COLOR","KE50","","1","","","","","","","","",""
"350519","ESMALTE SEMIPERMANENTE TONOS BLANCOS 7.3ML - SUMMER SUNSHINE 01","1","visible","","16000","COLOR","SUMMER SUNSHINE 01","","1","","","","","","","","",""
"350438","ESMALTE SEMIPERMANENTE TONOS FUCSIA 7.3ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","FLUORESCENCE COLORS01, FLUORESCENCE COLORS04, FLUORESCENCE COLORS06, PINK 10, ROSE RED 05, ROSE RED 08","1","1","EDAD","15-25, 25-35","1","1",""
"350440","ESMALTE SEMIPERMANENTE TONOS FUCSIA 7.3ML - FLUORESCENCE COLORS01","1","visible","","16000","COLOR","FLUORESCENCE COLORS01","","1","","","","","","","","",""
"350439","ESMALTE SEMIPERMANENTE TONOS FUCSIA 7.3ML - FLUORESCENCE COLORS04","1","visible","","16000","COLOR","FLUORESCENCE COLORS04","","1","","","","","","","","",""
"350449","ESMALTE SEMIPERMANENTE TONOS FUCSIA 7.3ML - FLUORESCENCE COLORS06","1","visible","","16000","COLOR","FLUORESCENCE COLORS06","","1","","","","","","","","",""
"350442","ESMALTE SEMIPERMANENTE TONOS FUCSIA 7.3ML - ROSE RED 08","1","visible","","16000","COLOR","ROSE RED 08","","1","","","","","","","","",""
"349271","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","CHRISTMAS SERIES 02, CHRISTMAS SERIES 12, DIAMOND DH 01, DIAMOND DH 02, DIAMOND DH 07, DIAMOND DH 09, SF 01","1","1","EDAD","15-25, 25-35","1","1",""
"349281","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - CHRISTMAS SERIES 02","1","visible","","28000","COLOR","CHRISTMAS SERIES 02","","1","","","","","","","","",""
"349282","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - CHRISTMAS SERIES 12","1","visible","","28000","COLOR","CHRISTMAS SERIES 12","","1","","","","","","","","",""
"349283","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - DIAMOND DH 01","1","visible","","28000","COLOR","DIAMOND DH 01","","1","","","","","","","","",""
"349284","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - DIAMOND DH 02","1","visible","","28000","COLOR","DIAMOND DH 02","","1","","","","","","","","",""
"349285","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - DIAMOND DH 07","1","visible","","28000","COLOR","DIAMOND DH 07","","1","","","","","","","","",""
"349286","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - DIAMOND DH 09","1","visible","","28000","COLOR","DIAMOND DH 09","","1","","","","","","","","",""
"349287","ESMALTE SEMIPERMANENTE TONOS GLITTER 15ML - SF 01","1","visible","","28000","COLOR","SF 01","","1","","","","","","","","",""
"350488","ESMALTE SEMIPERMANENTE TONOS MORADOS 15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","CANDY COLORS15, PURPLE FLOWER 12","1","1","EDAD","15-25, 25-35","1","1",""
"350489","ESMALTE SEMIPERMANENTE TONOS MORADOS 15ML - CANDY COLORS15","1","visible","","26000","COLOR","CANDY COLORS15","","1","","","","","","","","",""
"350490","ESMALTE SEMIPERMANENTE TONOS MORADOS 15ML - PURPLE FLOWER 12","1","visible","","26000","COLOR","PURPLE FLOWER 12","","1","","","","","","","","",""
"350402","ESMALTE SEMIPERMANENTE TONOS NUDE  7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"350403","ESMALTE SEMIPERMANENTE TONOS NUDE  7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"350404","ESMALTE SEMIPERMANENTE TONOS NUDE  7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"350406","ESMALTE SEMIPERMANENTE TONOS NUDE  7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"350407","ESMALTE SEMIPERMANENTE TONOS NUDE  7.3ML","1","visible","","16000","MARCA","RONIKI","","","","","","","","","","",""
"347488","ESMALTE SEMIPERMANENTE TONOS ROJOS 15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","CLASSIC RED 02, CLASSIC RED 05, PASSIONATE SAMBA KE67","1","1","EDAD","15-25, 25-35","1","1",""
"349278","ESMALTE SEMIPERMANENTE TONOS ROJOS 15ML - CLASSIC RED 02","1","visible","","26000","COLOR","CLASSIC RED 02","","1","","","","","","","","",""
"349279","ESMALTE SEMIPERMANENTE TONOS ROJOS 15ML - CLASSIC RED 05","1","visible","","26000","COLOR","CLASSIC RED 05","","1","","","","","","","","",""
"349280","ESMALTE SEMIPERMANENTE TONOS ROJOS 15ML - PASSIONATE SAMBA KE67","1","visible","","26000","COLOR","PASSIONATE SAMBA KE67","","1","","","","","","","","",""
"347750","ESMALTE SEMIPERMANENTE TONOS ROJOS 7.3ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","PASSIONATE SAMBA KE67, PASSIONATE SAMBA RE37","1","1","EDAD","15-25, 25-35","1","1",""
"350426","ESMALTE SEMIPERMANENTE TONOS ROJOS 7.3ML - PASSIONATE SAMBA KE67","1","visible","","16000","COLOR","PASSIONATE SAMBA KE67","","1","","","","","","","","",""
"350451","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","CANDY COLORS 14, KE51, KE73, RE110, RE96","1","1","EDAD","15-25, 25-35","1","1",""
"350456","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML - CANDY COLORS 14","1","visible","","26000","COLOR","CANDY COLORS 14","","1","","","","","","","","",""
"350457","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML - KE51","1","visible","","26000","COLOR","KE51","","1","","","","","","","","",""
"350458","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML - KE73","1","visible","","26000","COLOR","KE73","","1","","","","","","","","",""
"350459","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML - RE110","1","visible","","26000","COLOR","RE110","","1","","","","","","","","",""
"350455","ESMALTE SEMIPERMANENTE TONOS ROSAS 15ML - RE96","1","visible","","26000","COLOR","RE96","","1","","","","","","","","",""
"350468","ESMALTE SEMIPERMANENTE TONOS VERDES  15ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","FLUORESCENCE 02, FLUORESCENCE 05, FLUORESCENCE 11","1","1","EDAD","15-25, 25-35","1","1",""
"350472","ESMALTE SEMIPERMANENTE TONOS VERDES  15ML - FLUORESCENCE 02","1","visible","","26000","COLOR","FLUORESCENCE 02","","1","","","","","","","","",""
"350471","ESMALTE SEMIPERMANENTE TONOS VERDES  15ML - FLUORESCENCE 05","1","visible","","26000","COLOR","FLUORESCENCE 05","","1","","","","","","","","",""
"350470","ESMALTE SEMIPERMANENTE TONOS VERDES  15ML - FLUORESCENCE 11","1","visible","","26000","COLOR","FLUORESCENCE 11","","1","","","","","","","","",""
"350416","ESMALTE SEMIPERMANENTE TONOS VERDES  7.3ML","1","visible","","","MARCA","RONIKI","1","1","COLOR","FOREST GREEN 04, FOREST GREEN 05, FOREST GREEN 08","1","1","EDAD","15-25, 25-35","1","1",""
"350418","ESMALTE SEMIPERMANENTE TONOS VERDES  7.3ML - FOREST GREEN 04","1","visible","","16000","COLOR","FOREST GREEN 04","","1","","","","","","","","",""
"350419","ESMALTE SEMIPERMANENTE TONOS VERDES  7.3ML - FOREST GREEN 05","1","visible","","16000","COLOR","FOREST GREEN 05","","1","","","","","","","","",""
"350420","ESMALTE SEMIPERMANENTE TONOS VERDES  7.3ML - FOREST GREEN 08","1","visible","","16000","COLOR","FOREST GREEN 08","","1","","","","","","","","",""
"96100","ESPEJO DONA","1","visible","","7000","MARCA","GENERICO","1","1","","","","","","","","",""
"354007","ESPEJO HOLLYWOOD 9 LEDS","1","visible","","","MARCA","GENERICO","1","1","COLOR","BLANCO, NEGRO","1","1","EDAD","15-25, 25-35","1","1",""
"354010","ESPEJO HOLLYWOOD 9 LEDS - BLANCO","1","visible","","110000","COLOR","BLANCO","","1","","","","","","","","",""
"354011","ESPEJO HOLLYWOOD 9 LEDS - NEGRO","1","visible","","110000","COLOR","NEGRO","","1","","","","","","","","",""
"346610","ESPEJO MACARON","1","visible","","6000","MARCA","GENERICO","1","1","","","","","","","","",""
"346568","ESPEJO OHANA","1","visible","","7000","MARCA","GENERICO","1","1","","","","","","","","",""
"346634","ESPEJO TOUCH 4 LEDS","1","visible","","50000","MARCA","","","","","","","","","","","",""
"367719","ESPUMA LIMPIADORA ROMANTIC ROSE","1","visible","","25000","MARCA","KARITÉ","1","1","","","","","","","","",""
"367989","EXFOLIANTE FACIAL DE CARBÓN ACTIVADO","1","visible","","20000","MARCA","DOLCE BELLA","1","1","","","","","","","","",""
"363918","EXFOLIANTE LABIAL SCRUBBY","1","visible","","10000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"356617","EXFOLIANTE PARA LABIOS CARE LIPS SCRUB FUN","1","visible","","","MARCA","RUBY ROSE","1","1","AROMA","COFFEE BREAK, MINT FEVER, STRAWBERRY LOVE","1","1","EDAD","15-25, 25-35","1","1",""
"356620","EXFOLIANTE PARA LABIOS CARE LIPS SCRUB FUN - COFFEE BREAK","1","visible","","7000","AROMA","COFFEE BREAK","","1","","","","","","","","",""
"356621","EXFOLIANTE PARA LABIOS CARE LIPS SCRUB FUN - MINT FEVER","1","visible","","7000","AROMA","MINT FEVER","","1","","","","","","","","",""
"356622","EXFOLIANTE PARA LABIOS CARE LIPS SCRUB FUN - STRAWBERRY LOVE","1","visible","","7000","AROMA","STRAWBERRY LOVE","","1","","","","","","","","",""
"366230","EXTRACTOR DE POLVO PARA UÑAS","1","visible","","","MARCA","NAIL DUST COLLECTOR","1","1","COLOR","FUCSIA, ROSADO","1","1","EDAD","15-25, 25-35","1","1",""
"366231","EXTRACTOR DE POLVO PARA UÑAS - FUCSIA","1","visible","","90000","COLOR","FUCSIA","","1","","","","","","","","",""
"366232","EXTRACTOR DE POLVO PARA UÑAS - ROSADO","1","visible","","90000","COLOR","ROSADO","","1","","","","","","","","",""
"165528","EXTRACTOR DE PUNTOS NEGROS DIGITAL CON SPRAY DE MICRONIZACIÓN","1","visible","","90000","MARCA","MARSKE","1","1","EDAD","15-25","1","1","","","","",""
"329060","EXTRACTOR DE PUNTOS NEGROS DIGITAL HOLY","1","visible","","50000","MARCA","HOLY COSMETICS","1","1","EDAD","15-25","1","1","","","","",""
"270402","EXTRACTOR DE PUNTOS NEGROS HOLY CON SPRAY DE MICRONIZACIÓN","1","visible","","70000","MARCA","HOLY COSMETICS","1","1","EDAD","15-25","1","1","","","","",""
"119412","EXTRACTOR DE PUNTOS NEGROS SENCILLO","1","visible","","30000","MARCA","GENERICO","1","1","","","","","","","","",""
"272474","FACE PRIMER 24K GOLD","1","visible","","15000","MARCA","USHAS","1","1","","","","","","","","",""
"366953","FIJADOR DE MAQUILLAJE PURE SEDUCTION","1","visible","","25000","MARCA","KISS BEAUTY","1","1","","","","","","","","",""
"366253","FLAKES PAPELILLO PARA DECORAR UÑAS","1","visible","","25000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"365535","FROZEN ROLLER","1","visible","","25000","MARCA","TRENDY","1","1","","","","","","","","",""
"359638","FULL BROW GEL VOLUMINIZADOR - DARK","1","visible","","8000","TONO","DARK","","1","","","","","","","","",""
"359636","FULL BROW GEL VOLUMINIZADOR - LIGHT","1","visible","","8000","TONO","LIGHT","","1","","","","","","","","",""
"230247","GEL ANTIBACTERIAL 275ML","1","visible","","10000","MARCA","CLEANING HANDS","1","1","","","","","","","","",""
"230230","GEL ANTIBACTERIAL 330ML","1","visible","","12000","MARCA","CLEANING HANDS","1","1","","","","","","","","",""
"65439","GEL EXFOLIANTE","1","visible","","21000","MARCA","PILI","1","1","","","","","","","","",""
"365542","GEL FIJADOR DE CEJAS","1","visible","","15000","MARCA","TRENDY","1","1","","","","","","","","",""
"355949","GLITTER PRIMER","1","visible","","20000","MARCA","RUDE COSMETICS","1","1","","","","","","","","",""
"371529","GUA SHA FACIAL DE CUARZO ROSA HOLY","1","visible","","30000","MARCA","HOLY COSMETICS","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"222536","GUANTES HOLY PROTECCIÓN UV-LED","1","visible","","15000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"372805","HOLY CARD - AMOR Y AMISTAD","1","visible","","","HOLY CARD","$100.000, $150.000, $200.000, $250.000, $50.000","1","1","","","","","","","","",""
"372806","HOLY CARD - AMOR Y AMISTAD - $100.000","1","visible","","100000","HOLY CARD","$100,000","","1","","","","","","","","",""
"372807","HOLY CARD - AMOR Y AMISTAD - $150.000","1","visible","","150000","HOLY CARD","$150,000","","1","","","","","","","","",""
"372808","HOLY CARD - AMOR Y AMISTAD - $200.000","1","visible","","200000","HOLY CARD","$200,000","","1","","","","","","","","",""
"372809","HOLY CARD - AMOR Y AMISTAD - $250.000","1","visible","","250000","HOLY CARD","$250,000","","1","","","","","","","","",""
"372810","HOLY CARD - AMOR Y AMISTAD - $50.000","1","visible","","50000","HOLY CARD","$50,000","","1","","","","","","","","",""
"372834","HOLY CARD - CUMPLEAÑOS","1","visible","","","HOLY CARD","$100.000, $150.000, $200.000, $250.000, $50.000","1","1","","","","","","","","",""
"372849","HOLY CARD - CUMPLEAÑOS - $100.000","1","visible","","100000","HOLY CARD","$100,000","","1","","","","","","","","",""
"372850","HOLY CARD - CUMPLEAÑOS - $150.000","1","visible","","150000","HOLY CARD","$150,000","","1","","","","","","","","",""
"372851","HOLY CARD - CUMPLEAÑOS - $200.000","1","visible","","200000","HOLY CARD","$200,000","","1","","","","","","","","",""
"372852","HOLY CARD - CUMPLEAÑOS - $250.000","1","visible","","250000","HOLY CARD","$250,000","","1","","","","","","","","",""
"372853","HOLY CARD - CUMPLEAÑOS - $50.000","1","visible","","50000","HOLY CARD","$50,000","","1","","","","","","","","",""
"293201","HUMIDIFICADOR FACIAL + POWER BANK","1","visible","","","MARCA","GENERICO","1","1","COLOR","BLANCO, MORADO","1","1","EDAD","35-45, 45 en adelante","1","1",""
"293203","HUMIDIFICADOR FACIAL + POWER BANK - BLANCO","1","visible","","15000","COLOR","BLANCO","","1","","","","","","","","",""
"342708","HUMIDIFICADOR FACIAL + POWER BANK - MORADO","1","visible","","15000","COLOR","MORADO","","1","","","","","","","","",""
"65989","HYDROGEL","1","visible","","20000","MARCA","PILI","1","1","","","","","","","","",""
"357390","ILUMINADOR GLAM BEIGE","1","visible","","","MARCA","SEVENCOOL","1","1","TONO","01, 02, 03, 04, 05, 06","1","1","EDAD","35-45, 45 en adelante","1","1",""
"357407","ILUMINADOR GLAM BEIGE - 02","1","visible","","10000","TONO","2","","1","","","","","","","","",""
"357408","ILUMINADOR GLAM BEIGE - 03","1","visible","","10000","TONO","3","","1","","","","","","","","",""
"357410","ILUMINADOR GLAM BEIGE - 05","1","visible","","10000","TONO","5","","1","","","","","","","","",""
"357411","ILUMINADOR GLAM BEIGE - 06","1","visible","","10000","TONO","6","","1","","","","","","","","",""
"313714","ILUMINADOR KHOL","1","visible","","","MARCA","KHOL","1","1","TONO","01, 02, 03","1","1","EDAD","35-45, 45 en adelante","1","1",""
"313719","ILUMINADOR KHOL - 01","1","visible","","32000","TONO","1","","1","","","","","","","","",""
"313720","ILUMINADOR KHOL - 02","1","visible","","32000","TONO","2","","1","","","","","","","","",""
"313721","ILUMINADOR KHOL - 03","1","visible","","32000","TONO","3","","1","","","","","","","","",""
"357389","ILUMINADOR SHIMMER BAKED","1","visible","","","MARCA","SEVENCOOL","1","1","TONO","01, 02, 03, 04, 05, 06","1","1","EDAD","35-45, 45 en adelante","1","1",""
"357392","ILUMINADOR SHIMMER BAKED - 01","1","visible","","10000","TONO","1","","1","","","","","","","","",""
"357393","ILUMINADOR SHIMMER BAKED - 02","1","visible","","10000","TONO","2","","1","","","","","","","","",""
"357394","ILUMINADOR SHIMMER BAKED - 03","1","visible","","10000","TONO","3","","1","","","","","","","","",""
"357395","ILUMINADOR SHIMMER BAKED - 04","1","visible","","10000","TONO","4","","1","","","","","","","","",""
"357396","ILUMINADOR SHIMMER BAKED - 05","1","visible","","10000","TONO","5","","1","","","","","","","","",""
"357397","ILUMINADOR SHIMMER BAKED - 06","1","visible","","10000","TONO","6","","1","","","","","","","","",""
"313103","JABÒN DE CARBÓN ACTIVADO","1","visible","","5000","MARCA","PILI","1","1","","","","","","","","",""
"367993","JABÓN FACIAL DE CARBÓN ACTIVADO","1","visible","","25000","MARCA","DOLCE BELLA","1","1","","","","","","","","",""
"63831","JABON FACIAL PIEL GRASA","1","visible","","20000","MARCA","PILI","1","1","","","","","","","","",""
"63833","JABON FACIAL PIEL MIXTA O NORMAL","1","visible","","20000","MARCA","PILI","1","1","","","","","","","","",""
"366960","JABON FIJADOR PARA CEJAS","1","visible","","10000","MARCA","KISS BEAUTY","1","1","","","","","","","","",""
"370978","JABON FIJADOR PARA CEJAS 3D","1","visible","","10000","MARCA","KISS BEAUTY","1","1","","","","","","","","",""
"366988","KIT LIP ADDICT X6 PCS","1","visible","","25000","MARCA","TRENDY","1","1","","","","","","","","",""
"367262","KIT RAINBOW DELINEADORES MATTE X8 PCS","1","visible","","35000","MARCA","TRENDY","1","1","","","","","","","","",""
"145447","LABIAL SOFT MATTE","1","visible","","","MARCA","NYX","1","1","COLOR","BUDAPEST, COPENHAGEN, PRAGUE, SHANGHAI","1","1","EDAD","35-45, 45 en adelante","1","1",""
"353840","LABIAL SOFT MATTE - BUDAPEST","1","visible","","20000","COLOR","BUDAPEST","","1","","","","","","","","",""
"353842","LABIAL SOFT MATTE - COPENHAGEN","1","visible","","20000","COLOR","COPENHAGEN","","1","","","","","","","","",""
"353847","LABIAL SOFT MATTE - PRAGUE","1","visible","","20000","COLOR","PRAGUE","","1","","","","","","","","",""
"353846","LABIAL SOFT MATTE - SHANGHAI","1","visible","","20000","COLOR","SHANGHAI","","1","","","","","","","","",""
"341616","LABIALES MATTE FEELS G1 - 353","1","visible","","12000","COLOR","353","","1","","","","","","","","",""
"341617","LABIALES MATTE FEELS G1 - 354","1","visible","","12000","COLOR","354","","1","","","","","","","","",""
"341620","LABIALES MATTE FEELS G1 - 356","1","visible","","12000","COLOR","356","","1","","","","","","","","",""
"341619","LABIALES MATTE FEELS G1 - 357","1","visible","","12000","COLOR","357","","1","","","","","","","","",""
"341621","LABIALES MATTE FEELS G1 - 358","1","visible","","12000","COLOR","358","","1","","","","","","","","",""
"341634","LABIALES MATTE FEELS G2 - 359","1","visible","","12000","COLOR","359","","1","","","","","","","","",""
"339063","LABIALES MATTE FEELS G3","1","visible","","12000","MARCA","RUBY ROSE","1","1","COLOR","365, 366, 367, 368, 369, 370","0","1","","","","",""
"270313","LAMPARA DE UÑAS 48W HOLY","1","visible","","110000","MARCA","HOLY COSMETICS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"270314","LAMPARA DE UÑAS 54W HOLY","1","visible","","140000","MARCA","HOLY COSMETICS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"313123","LAMPARA PARA UÑAS 120w","1","visible","","180000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"72391","LAMPARA PARA UÑAS 36W","1","visible","","40000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"317858","LAMPARA PARA UÑAS 36W ROSA","1","visible","","40000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"100744","LAMPARA PARA UÑAS 48W","1","visible","","70000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"317817","LAMPARA PARA UÑAS 48W ROSA","1","visible","","75000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"101594","LAMPARA PARA UÑAS 54W","1","visible","","90000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"315420","LAMPARA PARA UÑAS 54W ROSA","1","visible","","95000","MARCA","SUN","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"367000","LÁPIZ CON EFECTO ESPEJO PARA UÑAS","1","visible","","","COLOR","DORADO, PLATEADO","1","1","MARCA","HOLY COSMETICS","1","1","EDAD","15-25, 25-35","1","1",""
"367001","LÁPIZ CON EFECTO ESPEJO PARA UÑAS","1","visible","","15000","MARCA","GENERICO","","","","","","","","","","",""
"367002","LÁPIZ CON EFECTO ESPEJO PARA UÑAS","1","visible","","15000","MARCA","GENERICO","","","","","","","","","","",""
"346302","LÁPIZ DE CARBON","1","visible","","8000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"354004","LAPÍZ DELINEADOR AZUL PASTEL","1","visible","","15000","MARCA","L.A GIRL","1","1","","","","","","","","",""
"353994","LAPÍZ DELINEADOR NEON","1","visible","","","MARCA","L.A GIRL","1","1","COLOR","AMARILLO - GP737, MAGENTA - GP734, MORADO - GP739, ROSA - GP731","1","1","EDAD","15-25, 25-35","1","1",""
"353996","LAPÍZ DELINEADOR NEON - AMARILLO - GP737","1","visible","","12000","COLOR","AMARILLO - GP737","","1","","","","","","","","",""
"353999","LAPÍZ DELINEADOR NEON - MAGENTA - GP734","1","visible","","12000","COLOR","MAGENTA - GP734","","1","","","","","","","","",""
"353997","LAPÍZ DELINEADOR NEON - MORADO - GP739","1","visible","","12000","COLOR","MORADO - GP739","","1","","","","","","","","",""
"353998","LAPÍZ DELINEADOR NEON - ROSA - GP731","1","visible","","12000","COLOR","ROSA - GP731","","1","","","","","","","","",""
"156591","LÁPIZ PARA CEJAS","1","visible","","","MARCA","GENERICO","1","1","TONO","BLACK, BROWN, CHESTNUT, DARK GREY","1","1","EDAD","15-25, 25-35","1","1",""
"156599","LÁPIZ PARA CEJAS - BLACK","1","visible","","12000","TONO","BLACK","","1","","","","","","","","",""
"156598","LÁPIZ PARA CEJAS - BROWN","1","visible","","12000","TONO","BROWN","","1","","","","","","","","",""
"156600","LÁPIZ PARA CEJAS - CHESTNUT","1","visible","","12000","TONO","CHESTNUT","","1","","","","","","","","",""
"156601","LÁPIZ PARA CEJAS - DARK GREY","1","visible","","12000","TONO","DARK GREY","","1","","","","","","","","",""
"271513","LIMPIADOR DE BROCHAS ANTIBACTERIAL EN SECO","1","visible","","25000","MARCA","MIIS COSMETICS","1","1","","","","","","","","",""
"274367","LIMPIADOR Y MASAJEADOR FACIAL EN SILICONA","1","visible","","2000","MARCA","GENERICO","1","1","","","","","","","","",""
"342756","LIP MASK DE PROPOLEO","1","visible","","15000","MARCA","CLOTHES OF SKIN","1","1","","","","","","","","",""
"313088","LOCIÓN AZUFRADA","1","visible","","13000","MARCA","PILI","1","1","","","","","","","","",""
"362192","MAGIC FIX - SERUM POTENCIALIZADOR","1","visible","","30000","MARCA","RUBY ROSE","1","1","EDAD","45 en adelante","1","1","","","","",""
